Kanji,Meaning,Radicals,Sound
玄関,entrance,Mysterious + Related,げんかん
関係,relation,Related + Connection,かんけい
関連,relation,Related + Take Along,かんれん
関わる,to be involved (in),Related,かか
干渉,interference,Dry + Ford,かんしょう
真珠,pearl,Reality + Pearl,しんじゅ
真似,imitating,Reality + Resemble,まね
猿真似,indiscriminate imitation,Monkey + Reality + Resemble,さるまね
弁償,compensation,Dialect + Reparation,べんしょう
勘弁,pardon,Intuition + Dialect,かんべん
弁慶,strong person,Dialect + Congratulate,べんけい
関西弁,Kansai dialect,Related + West + Dialect,かんさいべん
治療,(medical) treatment,Cure + Heal,ちりょう
治癒,healing,Cure + Healing,ちゆ
造園,landscape gardening,Create + Garden,ぞうえん
荘園,manor,Villa + Garden,しょうえん
霊園,(garden) cemetery,Ghost + Garden,れいえん
永遠,eternity,Eternity + Far,えいえん
遠い,far,Far,とお
遠慮,reserve,Far + Consider,えんりょ
遠く,far away,Far,とお
遠征,(military) expedition,Far + Subjugate,えんせい
疎遠,estrangement,Neglect + Far,そえん
書斎,study,Write + Purification,しょさい
書く,to write,Write,か
聖書,Bible,Holy + Write,せいしょ
書評,book review,Write + Evaluate,しょひょう
書類,document,Write + Type,しょるい
領収書,formal receipt (of payment,Territory + Obtain + Write,りょうしゅうしょ
履歴書,personal history,Boots + Continuation + Write,りれきしょ
書き込む,"to fill in (field, entry, etc.)",Write + Crowded,かこ
書架,bookshelf,Write + Shelf,しょか
幕府,shogunate,Curtain + Government,ばくふ
総理府,Prime Minister's office,Whole + Reason + Government,そうりふ
笑い,laugh,Laugh,わら
笑う,to laugh,Laugh,わら
幸い,happiness,Happiness,さいわ
傍ら,side,Nearby,かたわ
説得,persuasion,Theory + Acquire,せっとく
解説,explanation,Untie + Theory,かいせつ
逆説,paradox,Reverse + Theory,ぎゃくせつ
原因,cause,Original + Cause,げんいん
原稿,manuscript,Original + Draft,げんこう
原爆,atomic bomb,Original + Explode,げんばく
原油,crude oil,Original + Oil,げんゆ
徹底,thoroughness,Penetrate + Bottom,てってい
奥底,depths,Interior + Bottom,おくそこ
無限,infinity,Nothing + Limit,むげん
無駄,futility,Nothing + Burdensome,
無視,disregarding,Nothing + Look At,むし
無縁,unrelated,Nothing + Edge,むえん
無秩序,disorder,Nothing + Order + Preface,むちつじょ
無害,harmless,Nothing + Damage,むがい
容赦なく,mercilessly,Form + Pardon,ようしゃ
無税,duty-free,Nothing + Tax,むぜい
無我夢中,losing oneself (in),Nothing + I + Dream + Middle,むがむちゅう
殿堂,palace,Milord + Hall,でんどう
警官,police officer,Warn + Government,けいかん
官庁,government office,Government + Agency,かんちょう
官僚,bureaucrat,Government + Colleague,かんりょう
警察官,police officer,Warn + Guess + Government,けいさつかん
常識,common sense,Normal + Discerning,じょうしき
異常,abnormal,Differ + Normal,いじょう
常に,always,Normal,つね
非常,emergency,Injustice + Normal,ひじょう
非常に,very,Injustice + Normal,ひじょう
常勤,full-time employment,Normal + Work,じょうきん
恒常,constancy,Constant + Normal,こうじょう
梅干し,umeboshi,Ume + Dry,うめぼ
潜在意識,subconsciousness,Conceal + Exist + Idea + Discerning,せんざいいしき
有職,holding a job,Have + Employment,ゆうしょく
塩水,salt water,Salt + Water,しおみず
是非,certainly,Absolutely + Injustice,ぜひ
非難,criticism,Injustice + Difficult,ひなん
非凡,extraordinary,Injustice + Mediocre,ひぼん
繁栄,prosperity,Overgrown + Prosperity,はんえい
栄える,to prosper,Prosperity,さか
栄誉,honour,Prosperity + Honor,えいよ
結果,result,Bind + Fruit,けっか
効果,effect,Effective + Fruit,こうか
果たして,as was expected,Fruit,は
逆効果,opposite effect,Reverse + Effective + Fruit,ぎゃくこうか
果樹,fruit tree,Fruit + Wood,かじゅ
果敢,resolute,Fruit + Daring,かかん
果てる,to end,Fruit,は
果汁,fruit juice,Fruit + Soup,かじゅう
兵隊,soldier,Soldier + Squad,へいたい
騎兵,cavalry,Horse + Soldier,きへい
兵舎,barracks,Soldier + Cottage,へいしゃ
伏兵,ambush,Bow + Soldier,ふくへい
兵糧,(army) provisions,Soldier + Provisions,ひょうろう
水兵,(naval) sailor,Water + Soldier,すいへい
撤兵,withdrawal of troops,Withdrawal + Soldier,てっぺい
警察,police,Warn + Guess,けいさつ
警告,warning,Warn + Announce,けいこく
警戒,vigilance,Warn + Commandment,けいかい
警察署,police station,Warn + Guess + Government Office,けいさつしょ
警視庁,Metropolitan Police Department,Warn + Look At + Agency,けいしちょう
警察庁,National Police Agency,Warn + Guess + Agency,けいさつちょう
警鐘,alarm bell,Warn + Bell,けいしょう
戒める,to warn against,Commandment,いまし
腐敗,decomposition,Rot + Failure,ふはい
破る,to tear,Tear,やぶ
敗れる,to be defeated,Failure,やぶ
惜敗,regrettable defeat,Frugal + Failure,せきはい
恋愛,love,Romance + Love,れんあい
覚える,to memorize,Memorize,おぼ
視覚,(sense of) sight,Look At + Memorize,しかく
錯覚,optical illusion,Confused + Memorize,さっかく
覚悟,readiness,Memorize + Comprehension,かくご
悟る,to perceive,Comprehension,さと
幻覚,hallucination,Illusion + Memorize,げんかく
結婚,marriage,Bind + Marriage,けっこん
結構,splendid,Bind + Set Up,けっこう
凍結,freezing (e.g. water),Frozen + Bind,とうけつ
締結,conclusion,Tighten + Bind,ていけつ
座席,seat,Sit + Seat,ざせき
幻滅,disillusionment,Illusion + Destroy,げんめつ
主因,primary cause,Master + Cause,しゅいん
渡る,to cross over,Transit,わた
薬剤師,pharmacist,Medicine + Dose + Teacher,やくざいし
睡眠薬,sleeping pill,Drowsy + Sleep + Medicine,すいみんやく
薬剤,medicine,Medicine + Dose,やくざい
妙薬,wonder drug,Strange + Medicine,みょうやく
薬用,medicinal use,Medicine + Task,やくよう
謙虚,modest,Modesty + Void,けんきょ
診察,medical examination,Diagnose + Guess,しんさつ
干す,to air,Dry,ほ
欄干,railing,Column + Dry,らんかん
干潟,tidal flat,Dry + Lagoon,ひがた
干天,drought,Dry + Heaven,かんてん
此れ,this,,こ
可愛い,cute,Possible + Love,
惜しむ,to spare,Frugal,お
愛憎,love and hate,Love + Hate,あいぞう
慈愛,affection (esp. parental),Mercy + Love,じあい
性愛,sexual love,Gender + Love,せいあい
鼻づまり,nasal congestion,Nose,はな
細い,thin,Thin,ほそ
細かい,small,Thin,こま
細胞,cell,Thin + Cell,さいぼう
詳細,details,Detailed + Thin,しょうさい
細菌,bacterium,Thin + Bacteria,さいきん
繊細,dainty,Fiber + Thin,せんさい
彼ら,they,He,かれ
等しい,equal,Equal,ひと
奴ら,they,Dude,やつ
借りる,to borrow,Borrow,か
借用,borrowing,Borrow + Task,しゃくよう
借り手,borrower,Borrow + Hand,かて
借財,loan,Borrow + Wealth,しゃくざい
経験,experience,Passage Of Time + Test,けいけん
試験,examination,Try + Test,しけん
試す,to try (out),Try,ため
静か,quiet,Quiet,しず
冷静,calmness,Cool + Quiet,れいせい
静まる,to become quiet,Quiet,しず
静寂,silence,Quiet + Lonely,せいじゃく
静粛,silent,Quiet + Solemn,せいしゅく
閑静,quiet (e.g. neighbourhood),Leisure + Quiet,かんせい
吸う,to smoke,Suck,す
喫煙,smoking (tobacco),Consume + Smoke,きつえん
汽笛,steam whistle,Steam + Flute,きてき
焼く,to burn,Bake,や
焼ける,to burn,Bake,や
焼酎,shōchū,Bake + Sake,しょうちゅう
尼僧,Buddhist nun,Nun + Priest,にそう
禅僧,Zen priest,Zen + Priest,ぜんそう
仏僧,Buddhist priest,Buddha + Priest,ぶっそう
忘れる,to forget,Forget,わす
報告,report,News + Announce,ほうこく
告げる,to tell,Announce,つ
勧告,advice,Recommend + Announce,かんこく
告訴,accusation,Announce + Sue,こくそ
密告,anonymous report,Secrecy + Announce,みっこく
戒告,admonition,Commandment + Announce,かいこく
公告,public announcement,Public + Announce,こうこく
禁煙,abstaining from smoking,Prohibition + Smoke,きんえん
禁じる,to forbid,Prohibition,きん
厳禁,strict prohibition,Strict + Prohibition,げんきん
軟禁,house arrest,Soft + Prohibition,なんきん
禁句,taboo word,Prohibition + Paragraph,きんく
禁忌,taboo,Prohibition + Mourning,きんき
種類,variety,Kind + Type,しゅるい
穀類,grains,Grain + Type,こくるい
訓読み,kun reading,Instruction + Read,くんよ
訓戒,warning,Instruction + Commandment,くんかい
禅宗,Zen (Buddhism),Zen + Religion,ぜんしゅう
俺たち,we,I,おれ
伊達,elegance,Italy + Attain,だて
免許,license,Excuse + Permit,めんきょ
許す,to permit,Permit,ゆる
許可,permission,Permit + Possible,きょか
許諾,consent,Permit + Agreement,きょだく
俳句,haiku,Haiku + Paragraph,はいく
節句,seasonal festival,Season + Paragraph,せっく
座る,to sit (down),Sit,すわ
即座,immediate,Instant + Sit,そくざ
座敷,tatami room,Sit + Spread,ざしき
胡坐,sitting cross-legged,Barbarian,あぐら
胸焼け,heartburn,Chest + Bake,むねや
祈る,to pray,Pray,いの
祈念,prayer,Pray + Thought,きねん
洗脳,brainwashing,Wash + Brain,せんのう
煙い,smoky,Smoke,けむ
噴煙,(eruption of) smoke,Erupt + Smoke,ふんえん
報酬,remuneration,News + Repay,ほうしゅう
報じる,to report,News,ほう
朗報,good news,Bright + News,ろうほう
洗濯,washing,Wash + Wash,せんたく
洗う,to wash,Wash,あら
洗剤,detergent,Wash + Dose,せんざい
洗濯機,washing machine,Wash + Wash + Machine,せんたくき
洗浄,washing,Wash + Cleanse,せんじょう
洗浄剤,detergent,Wash + Cleanse + Dose,せんじょうざい
宇宙,universe,Outer Space + Mid Air,うちゅう
続ける,to continue,Continue,つづ
続く,to continue,Continue,つづ
連続,continuation,Take Along + Continue,れんぞく
財布,wallet,Wealth + Cloth,さいふ
財閥,zaibatsu,Wealth + Clique,ざいばつ
布団,futon,Cloth + Group,
敷く,to spread out (e.g. a futon),Spread,し
雑巾,house-cloth,Random + Towel,ぞうきん
布巾,dish towel,Cloth + Towel,ふきん
塗布,"application (of ointment, etc.)",Paint + Cloth,とふ
綿布,cotton cloth,Cotton + Cloth,めんぷ
乱暴,violence,Riot + Violence,らんぼう
暴れる,to act violently,Violence,あば
暴露,disclosure,Violence + Expose,ばくろ
暴騰,sudden rise,Violence + Inflation,ぼうとう
暴虐,tyranny,Violence + Oppress,ぼうぎゃく
無謀,reckless,Nothing + Conspire,むぼう
納得,consent,Supply + Acquire,なっとく
得る,to get,Acquire,え
獲得,acquisition,Seize + Acquire,かくとく
歴史,history,Continuation + History,れきし
副詞,adverb,Vice + Part Of Speech,ふくし
数詞,numeral,Count + Part Of Speech,すうし
遍歴,travels,Universal + Continuation,へんれき
改善,betterment,Renew + Morally Good,かいぜん
慈善,charity,Mercy + Morally Good,じぜん
別冊,separate volume,Separate + Books Counter,べっさつ
順序,order,Order + Preface,じゅんじょ
従順,obedient,Obey + Order,じゅうじゅん
席順,seating order,Seat + Order,せきじゅん
団扇,uchiwa,Group + Folding Fan,うちわ
劇団,troupe,Drama + Group,げきだん
連絡,contacting,Take Along + Entangle,れんらく
絡む,to twine,Entangle,から
容易,easy,Form + Easy,ようい
寛容,tolerance,Tolerance + Form,かんよう
容赦,pardon,Form + Pardon,ようしゃ
乱れる,to be disordered,Riot,みだ
混乱,disorder,Mix + Riot,こんらん
乱す,to throw into disorder,Riot,みだ
錯乱,confusion,Confused + Riot,さくらん
困る,to be troubled,Distressed,こま
困難,difficulty,Distressed + Difficult,こんなん
困窮,poverty,Distressed + Destitute,こんきゅう
若い,young,Young,わか
若い頃,one's youth,Young + Approximate,わかころ
連邦,federation (of states),Take Along + Home Country,れんぽう
連盟,league,Take Along + Alliance,れんめい
連れる,to take (someone) with one,Take Along,つ
連覇,successive championships,Take Along + Leadership,れんぱ
連鎖,chain,Take Along + Chain,れんさ
忙しい,busy,Busy,いそが
繁忙,busy,Overgrown + Busy,はんぼう
加える,to add,Add,くわ
踏む,to step on,Step,ふ
履物,footwear,Boots + Thing,はきもの
貿易,(foreign) trade,Trade + Easy,ぼうえき
易しい,easy,Easy,やさ
簡易,simple,Simplicity + Easy,かんい
減る,to decrease (in size or number),Decrease,へ
減らす,to abate,Decrease,へ
削減,cut,Whittle Down + Decrease,さくげん
減給,pay cut,Decrease + Salary,げんきゅう
減俸,salary reduction,Decrease + Salary,げんぽう
減法,subtraction,Decrease + Method,げんぽう
改造,remodeling,Renew + Create,かいぞう
改まる,to be renewed,Renew,あらた
信徒,layman,Believe + Junior,しんと
仏教徒,Buddhist,Buddha + Teach + Junior,ぶっきょうと
比較,comparison,Compare + Contrast,ひかく
比率,ratio,Compare + Percent,ひりつ
込む,to be crowded,Crowded,こ
犯罪,crime,Crime + Guilt,はんざい
災難,calamity,Disaster + Difficult,さいなん
避難,taking refuge,Dodge + Difficult,ひなん
遭難,(meeting with) disaster,Encounter + Difficult,そうなん
契機,opportunity,Pledge + Machine,けいき
機敏,quick,Machine + Alert,きびん
遮断機,(railway) crossing gate,Intercept + Cut Off + Machine,しゃだんき
確率,probability,Certain + Percent,かくりつ
確かめる,to make sure,Certain,たし
確認,confirmation,Certain + Recognize,かくにん
確かに,surely,Certain,たし
押す,to push,Push,お
抑圧,check,Suppress + Pressure,よくあつ
圧迫,pressure,Pressure + Urge,あっぱく
押し,push,Push,お
圧倒,to overwhelm (e.g. an opponent),Pressure + Overthrow,あっとう
震える,to shiver,Earthquake,ふる
震度,seismic intensity,Earthquake + Degrees,しんど
余震,aftershock,Surplus + Earthquake,よしん
震災,earthquake disaster,Earthquake + Disaster,しんさい
